index,timestep,node,demand_el
1207,t0002,n7786,0.0
1208,t0002,n7788,0.0
1209,t0002,n7790,0.0
1210,t0002,n7791,0.0
1211,t0002,n7795,0.0
1212,t0002,n7798,0.0
1223,t0002,n7873,0.0
1213,t0002,n7800,0.0
1215,t0002,n7823,0.0
1216,t0002,n7850,0.0
1217,t0002,n7852,0.0
1218,t0002,n7857,0.0
1219,t0002,n7863,0.0
1220,t0002,n7870,0.0
1221,t0002,n7871,0.0
1214,t0002,n7805,0.0
1205,t0002,n7769,0.0
1243,t0002,n7952,0.0
1245,t0002,n7961,0.0
1266,t0002,n8055,0.0
1267,t0002,n8060,0.0
1268,t0002,n8061,0.0
1269,t0002,n8066,0.0
1270,t0002,nBEL_north_sea_1,0.0
1271,t0002,nDNK_baltic_sea_1,0.0
1272,t0002,nDNK_north_sea_1,0.0
1265,t0002,n8052,0.0
1273,t0002,nFRA_north_sea_1,0.0
1275,t0002,nFRA_mediterranean_sea_1,0.0
1276,t0002,nDEU_north_sea_1,0.0
1277,t0002,nDEU_baltic_sea_1,0.0
1278,t0002,nNLD_north_sea_1,0.0
1279,t0002,nPOL_baltic_sea_1,0.0
1280,t0002,nSWE_north_sea_1,0.0
1281,t0002,nSWE_baltic_sea_1,0.0
1274,t0002,nFRA_atlantic_1,0.0
1244,t0002,n7959,0.0
1264,t0002,n8051,0.0
1262,t0002,n8046,0.0
1246,t0002,n7967,0.0
1247,t0002,n7975,0.0
1248,t0002,n7976,0.0
1249,t0002,n7983,0.0
1250,t0002,n7984,0.0
1251,t0002,n7988,0.0
1252,t0002,n7989,0.0
1263,t0002,n8047,0.0
1253,t0002,n7996,0.0
1255,t0002,n8002,0.0
1256,t0002,n8013,0.0
1257,t0002,n8015,0.0
1258,t0002,n8016,0.0
1259,t0002,n8028,0.0
1260,t0002,n8043,0.0
1261,t0002,n8045,0.0
1254,t0002,n7998,0.0
1204,t0002,n7760,0.0
1203,t0002,n7756,0.0
1202,t0002,n7745,0.0
1144,t0002,n6203,0.0
1145,t0002,n6839,0.0
1146,t0002,n6840,0.0
1147,t0002,n6841,0.0
1148,t0002,n6842,0.0
1149,t0002,n6843,0.0
1150,t0002,n6844,0.0
1143,t0002,n5714,0.0
1151,t0002,n6845,0.0
1153,t0002,n6847,0.0
1154,t0002,n6848,0.0
1155,t0002,n6849,0.0
1156,t0002,n6850,0.0
1157,t0002,n6851,0.0
1158,t0002,n6852,0.0
1159,t0002,n6853,0.0
1152,t0002,n6846,0.0
1160,t0002,n6854,0.0
1142,t0002,n7151,0.0
1140,t0002,n5697,0.0
1124,t0002,n4839,0.0
1125,t0002,n4842,0.0
1126,t0002,n4846,0.0
1127,t0002,n5525,0.0
1128,t0002,n5557,0.0
1129,t0002,n5559,0.0
1130,t0002,n5572,0.0
1141,t0002,n5702,0.0
1131,t0002,n5574,0.0
1133,t0002,n5588,0.0
1134,t0002,n5602,0.0
1135,t0002,n5606,0.0
1136,t0002,n5644,0.0
1137,t0002,n5645,0.0
1138,t0002,n5646,0.0
1139,t0002,n5647,0.0
1132,t0002,n5579,0.0
1161,t0002,n7261,0.0
1162,t0002,n7264,0.0
1163,t0002,n7266,0.0
1185,t0002,n7641,0.0
1186,t0002,n7649,0.0
1187,t0002,n7652,0.0
1188,t0002,n7653,0.0
1189,t0002,n7672,0.0
1190,t0002,n7681,0.0
1191,t0002,n7682,0.0
1184,t0002,n7637,0.0
1192,t0002,n7688,0.0
1194,t0002,n7711,0.0
1195,t0002,n7712,0.0
1196,t0002,n7720,0.0
1197,t0002,n7721,0.0
1198,t0002,n7723,0.0
1199,t0002,n7724,0.0
1200,t0002,n7726,0.0
1193,t0002,n7704,0.0
1183,t0002,n7610,0.0
1182,t0002,n7489,0.0
1181,t0002,n7487,0.0
1164,t0002,n7267,0.0
1165,t0002,n7268,0.0
1166,t0002,n7269,0.0
1167,t0002,n7270,0.0
1168,t0002,n7271,0.0
1169,t0002,n7272,0.0
1170,t0002,n7273,0.0
1171,t0002,n7274,0.0
1172,t0002,n7275,0.0
1173,t0002,n7276,0.0
1174,t0002,n7277,0.0
1175,t0002,n7278,0.0
1176,t0002,n7279,0.0
1177,t0002,n7280,0.0
1178,t0002,n7281,0.0
1179,t0002,n7282,0.0
1180,t0002,n7486,0.0
1122,t0002,n4826,0.0
962,t0002,n4762,177.68320014469737
800,t0002,n4600,10.184952605379165
960,t0002,n4760,253.4497849401045
742,t0002,n4516,19.35691919129775
743,t0002,n4517,120.88110623520376
744,t0002,n4518,95.4633598027379
745,t0002,n4519,31.15582201319564
746,t0002,n4520,77.88950913025673
747,t0002,n4521,101.27010501628764
748,t0002,n4522,86.61716631807492
741,t0002,n4515,9.678459595648874
749,t0002,n4523,110.56929852118252
751,t0002,n4525,33.281026991397525
752,t0002,n4526,41.79016855096016
753,t0002,n4527,333.6746683441835
754,t0002,n4528,11.672554794974426
755,t0002,n4529,106.58155889488842
756,t0002,n4530,88.2807733903079
757,t0002,n4531,5.639403560129941
750,t0002,n4524,16.640513495698762
758,t0002,n4532,5.639403560129941
740,t0002,n4514,24.180367595857387
738,t0002,n4512,76.12969639585617
722,t0002,n3505,28.39250915175036
723,t0002,n3507,316.5484383048073
724,t0002,n3848,116.40651491411148
725,t0002,n4499,180.800808144033
726,t0002,n4500,201.603741195612
727,t0002,n4501,9.678459595648874
728,t0002,n4502,30.03117315072066
739,t0002,n4513,41.731781952698846
729,t0002,n4503,160.53450635940558
731,t0002,n4505,5.639403560129941
732,t0002,n4506,11.278807120259884
733,t0002,n4507,57.36386276272
734,t0002,n4508,64.52726760630632
735,t0002,n4509,186.75404028749364
736,t0002,n4510,108.3810559589556
737,t0002,n4511,71.69433841166304
730,t0002,n4504,108.5838215747057
721,t0002,n3504,115.77402045379944
759,t0002,n4533,5.836277397487213
761,t0002,n4535,27.94432154280236
782,t0002,n4559,64.52726760630632
783,t0002,n4560,26.194582333777333
784,t0002,n4561,242.77618185648515
785,t0002,n4562,83.58033710192032
786,t0002,n4575,46.34546268374727
787,t0002,n4576,32.31409043200935
788,t0002,n4577,5.639403560129941
781,t0002,n4558,27.072294828150916
789,t0002,n4579,37.54690127710555
791,t0002,n4581,17.56897032132691
792,t0002,n4582,27.072294828150916
793,t0002,n4587,24.076857552452594
794,t0002,n4588,48.15371510490519
795,t0002,n4592,95.26981293251646
796,t0002,n4594,10.663492299678047
797,t0002,n4597,140.10827778335434
790,t0002,n4580,8.784485160663454
760,t0002,n4534,39.892383824770825
780,t0002,n4554,102.35640716656604
778,t0002,n4552,420.3422903395063
762,t0002,n4536,55.88864308560471
763,t0002,n4537,44.74324576254321
764,t0002,n4538,62.46466207161817
765,t0002,n4539,52.38916466755467
766,t0002,n4540,107.35435336408575
767,t0002,n4541,56.87116708323812
768,t0002,n4542,17.164086865282794
779,t0002,n4553,251.39935674891245
769,t0002,n4543,52.60474355492579
771,t0002,n4545,53.028315932258494
772,t0002,n4546,17.164086865282794
773,t0002,n4547,57.36386276272
774,t0002,n4548,53.80860647607359
775,t0002,n4549,53.80860647607359
776,t0002,n4550,17.164086865282794
777,t0002,n4551,32.31409043200935
770,t0002,n4544,420.3422903395063
720,t0002,n3503,79.63805066063225
719,t0002,n3502,28.78902644116288
718,t0002,n3501,136.87073570195656
661,t0002,n3315,46.32045786960833
662,t0002,n3316,58.53122770474782
663,t0002,n3317,243.61322347708784
664,t0002,n3318,293.319037864378
665,t0002,n3319,57.92204586446496
666,t0002,n3320,53.47496919791594
667,t0002,n3321,89.04236113593883
660,t0002,n3314,1356.899451181615
668,t0002,n3322,161.34177270945503
670,t0002,n3324,261.17783091407125
671,t0002,n3454,78.90268513072517
672,t0002,n3455,213.11052973543917
673,t0002,n3456,8.658202309513802
674,t0002,n3457,17.316404619027605
675,t0002,n3458,8.658202309513802
676,t0002,n3459,17.316404619027605
669,t0002,n3323,156.31385896042093
677,t0002,n3460,8.658202309513802
659,t0002,n3313,43.01547592664628
657,t0002,n3311,426.0231180853916
961,t0002,n4761,52.7574204339032
642,t0002,nLU,191.0625
643,t0002,nSE,14153.0
644,t0002,nAT,5619.200000000001
645,t0002,nBE,8077.39
646,t0002,nCZ,5622.2
647,t0002,nDK,3070.07
658,t0002,n3312,43.01547592664628
648,t0002,nFR,58540.0
650,t0002,n3304,235.19449123387795
651,t0002,n3305,99.68136066418644
652,t0002,n3306,26.62242191831585
653,t0002,n3307,91.06558982939376
654,t0002,n3308,93.55665664473064
655,t0002,n3309,26.62242191831585
656,t0002,n3310,10.843558001855325
649,t0002,n3303,75.20456335274523
678,t0002,n3461,17.316404619027605
679,t0002,n3462,60.70905489021659
680,t0002,n3463,115.77402045379944
702,t0002,n3485,38.62044521403918
703,t0002,n3486,209.34460514302717
704,t0002,n3487,89.31785918296515
705,t0002,n3488,389.2279500861791
706,t0002,n3489,120.27947996082918
707,t0002,n3490,129.31359378731838
708,t0002,n3491,68.47435311903331
701,t0002,n3484,79.63805066063225
709,t0002,n3492,132.41784019796484
711,t0002,n3494,110.59413385758958
712,t0002,n3495,83.63916878372098
713,t0002,n3496,210.91346259027185
714,t0002,n3497,71.95758191201698
715,t0002,n3498,77.56640882543805
716,t0002,n3499,14.39451322058144
717,t0002,n3500,169.63414877505764
710,t0002,n3493,38.62044521403918
700,t0002,n3483,316.5484383048073
699,t0002,n3482,89.31785918296515
698,t0002,n3481,169.0388659039669
681,t0002,n3464,201.4278353117135
682,t0002,n3465,71.10427071813159
683,t0002,n3466,185.48758570908365
684,t0002,n3467,71.10427071813159
685,t0002,n3468,61.9182275132796
686,t0002,n3469,176.988618203015
687,t0002,n3470,161.51255170152874
688,t0002,n3471,88.35942870483142
689,t0002,n3472,200.84067596588147
690,t0002,n3473,101.46663074461092
691,t0002,n3474,243.24747963321136
692,t0002,n3475,291.10819467488284
693,t0002,n3476,181.56498275481928
694,t0002,n3477,70.14295959915921
695,t0002,n3478,162.3630595554635
696,t0002,n3479,194.87438666855985
697,t0002,n3480,79.63805066063225
798,t0002,n4598,20.15396977059477
799,t0002,n4599,8.784485160663454
801,t0002,n4601,10.184952605379165
903,t0002,n4703,84.01319634310286
904,t0002,n4704,24.084230275031636
905,t0002,n4705,48.16846055006327
906,t0002,n4706,81.04479634382844
907,t0002,n4707,63.9127438662664
908,t0002,n4708,61.97057452608273
909,t0002,n4709,58.527484324573
902,t0002,n4702,42.00659817155143
910,t0002,n4710,56.78501830350072
912,t0002,n4712,61.97057452608273
913,t0002,n4713,225.6241145458954
914,t0002,n4714,190.8971329898129
915,t0002,n4715,100.75886233881997
916,t0002,n4716,92.02023768409174
917,t0002,n4717,32.631326400850654
918,t0002,n4718,65.26265280170131
911,t0002,n4711,56.78501830350072
919,t0002,n4719,30.985287263041364
901,t0002,n4701,48.16846055006327
899,t0002,n4699,169.11332024537603
883,t0002,n4683,40.74033736044207
884,t0002,n4684,81.48067472088414
885,t0002,n4685,40.74033736044207
886,t0002,n4686,28.10365651940168
887,t0002,n4687,56.20731303880336
888,t0002,n4688,258.37936687994045
889,t0002,n4689,13.428990580978844
900,t0002,n4700,24.084230275031636
890,t0002,n4690,26.857981161957685
892,t0002,n4692,51.13892722200907
893,t0002,n4693,102.27785444401816
894,t0002,n4694,241.8761125964064
895,t0002,n4695,97.16048690735336
896,t0002,n4696,31.9563719331332
897,t0002,n4697,63.9127438662664
898,t0002,n4698,45.471710801562125
891,t0002,n4691,235.5674156926815
882,t0002,n4682,145.85058793186676
920,t0002,n4720,506.1200584525271
922,t0002,n4722,116.73811414253473
943,t0002,n4743,162.4981079426204
944,t0002,n4744,24.578038939890973
945,t0002,n4745,49.15607787978195
946,t0002,n4746,42.00659817155143
947,t0002,n4747,84.01319634310286
948,t0002,n4748,45.8992363623268
949,t0002,n4749,48.61956726195278
942,t0002,n4742,105.0205831397163
950,t0002,n4750,97.23913452390556
952,t0002,n4752,24.578038939890973
953,t0002,n4753,49.15607787978195
954,t0002,n4754,91.7984727246536
955,t0002,n4755,54.72037023117882
956,t0002,n4756,164.48220623140773
957,t0002,n4757,122.78802143948263
958,t0002,n4758,36.5615251103642
951,t0002,n4751,124.45865773920956
921,t0002,n4721,39.79248577393677
941,t0002,n4741,36.29238472421021
939,t0002,n4739,38.35109490514327
923,t0002,n4723,142.22080513406024
924,t0002,n4724,163.2971831072337
925,t0002,n4725,155.32708190717435
926,t0002,n4726,332.95692770293886
927,t0002,n4727,62.04653587764528
928,t0002,n4728,68.19862320430968
929,t0002,n4729,106.73161059290908
940,t0002,n4740,63.07135734105678
930,t0002,n4730,226.19625690122385
932,t0002,n4732,39.30601872552097
933,t0002,n4733,44.47449246632273
934,t0002,n4734,88.94898493264546
935,t0002,n4735,71.92651442600248
936,t0002,n4736,64.0153749965988
937,t0002,n4737,74.35062612199442
938,t0002,n4738,38.35109490514327
931,t0002,n4731,68.19862320430968
881,t0002,n4681,132.6514469763065
959,t0002,n4759,19.69050323529284
879,t0002,n4679,59.35829138535773
880,t0002,n4680,18.21932983060578
823,t0002,n4623,49.68270408388362
824,t0002,n4624,51.8951423738776
825,t0002,n4625,126.90535595242837
826,t0002,n4626,135.77277512076006
827,t0002,n4627,50.18668511683178
828,t0002,n4628,51.8951423738776
821,t0002,n4621,122.04876654505796
829,t0002,n4629,25.9475711869388
831,t0002,n4631,55.20209325559078
832,t0002,n4632,97.56961383711185
833,t0002,n4633,24.84135204194181
834,t0002,n4634,49.68270408388362
835,t0002,n4635,49.68270408388362
836,t0002,n4636,55.20209325559078
837,t0002,n4637,49.68270408388362
830,t0002,n4630,51.8951423738776
838,t0002,n4638,38.315975744560205
820,t0002,n4620,107.81954773504468
818,t0002,n4618,155.73049976424014
802,t0002,n4602,20.36990521075833
803,t0002,n4603,45.76180498959725
804,t0002,n4604,94.72551056854904
805,t0002,n4605,47.98007583918521
806,t0002,n4606,78.91488399167449
807,t0002,n4607,101.47709155577785
808,t0002,n4608,16.259862773303986
819,t0002,n4619,198.18143634140856
809,t0002,n4609,219.0165568583408
811,t0002,n4611,76.26245170075092
812,t0002,n4612,114.62537484808112
813,t0002,n4613,64.30460814648275
814,t0002,n4614,21.23523835532584
815,t0002,n4615,138.96205175873084
816,t0002,n4616,112.63965067285602
817,t0002,n4617,57.73268726315736
810,t0002,n4610,126.81226125812825
839,t0002,n4639,76.63195148912041
822,t0002,n4622,24.84135204194181
841,t0002,n4641,71.26532582662149
863,t0002,n4663,256.34187601767405
864,t0002,n4664,120.14322780291413
865,t0002,n4665,35.33039734923535
866,t0002,n4666,56.40248644694573
867,t0002,n4667,118.68803686271004
868,t0002,n4668,124.5332742894574
869,t0002,n4669,26.857981161957685
862,t0002,n4662,28.201243223472865
870,t0002,n4670,13.428990580978844
872,t0002,n4672,13.428990580978844
873,t0002,n4673,26.857981161957685
874,t0002,n4674,87.11102349197552
875,t0002,n4675,127.84516579220278
876,t0002,n4676,16.035702794586477
877,t0002,n4677,32.071405589172954
840,t0002,n4640,109.33110954326628
871,t0002,n4671,26.857981161957685
861,t0002,n4661,230.61501866214724
878,t0002,n4678,29.679145692678865
859,t0002,n4659,600.3796049225891
860,t0002,n4660,93.42517394461925
843,t0002,n4643,71.26532582662149
844,t0002,n4644,23.06387205094936
845,t0002,n4645,46.12774410189871
846,t0002,n4646,43.55551174598776
847,t0002,n4647,151.1044685683702
848,t0002,n4648,56.56354253332921
849,t0002,n4649,241.3468806957086
842,t0002,n4642,35.632662913310746
851,t0002,n4651,72.61370545048996
852,t0002,n4652,25.7610936102622
853,t0002,n4653,51.5221872205244
854,t0002,n4654,381.8534066216822
855,t0002,n4655,120.14322780291413
856,t0002,n4656,25.7610936102622
857,t0002,n4657,51.5221872205244
850,t0002,n4650,36.30685272524498
858,t0002,n4658,234.74815031042263
1707,t0003,n5690,35.17454059964048
1708,t0003,n5692,31.419197305038846
1709,t0003,n5693,31.419197305038846
1710,t0003,n5694,107.9126760211455
1711,t0003,n5695,44.3406227373666
1712,t0003,n5696,15.96105861075679
1713,t0003,n5710,11.084139564088764
1717,t0003,n5734,98.14586549647274
1715,t0003,n5732,14.483391056035073
1716,t0003,n5733,31.419197305038846
1718,t0003,n5735,11.084139564088764
1719,t0003,n5738,29.69520227320177
1720,t0003,n5739,42.14686345079342
1721,t0003,n5740,59.6056401593135
1706,t0003,n5689,17.58727029982024
1714,t0003,n5711,11.084139564088764
1705,t0003,n5688,89.0671595323632
1695,t0003,n5678,26.859388091659845
1703,t0003,n5686,53.19141964290468
1686,t0003,n5669,11.084139564088764
1687,t0003,n5670,22.16827912817753
1688,t0003,n5671,22.16827912817753
1689,t0003,n5672,7.241695528017535
1690,t0003,n5673,29.188712612980854
1691,t0003,n5674,17.051699234252784
1692,t0003,n5675,34.10339846850557
1704,t0003,n5687,32.553036455937175
1693,t0003,n5676,115.99389479913164
1696,t0003,n5679,53.71877618331969
1697,t0003,n5680,17.051699234252784
1698,t0003,n5681,34.10339846850557
1699,t0003,n5682,65.10607291187435
1700,t0003,n5683,94.83353396721394
1701,t0003,n5684,64.37047168879252
1702,t0003,n5685,55.106231565237465
1694,t0003,n5677,1076.7090978710837
1722,t0003,nNL,10666.58
1761,t0003,n4813,0.0
1724,t0003,nPL,13406.2
1746,t0003,n4584,0.0
1747,t0003,n4585,0.0
1748,t0003,n4586,0.0
1749,t0003,n4589,0.0
1750,t0003,n4590,0.0
1751,t0003,n4591,0.0
1752,t0003,n4593,0.0
1745,t0003,n4583,0.0
1753,t0003,n4595,0.0
1755,t0003,n4778,0.0
1756,t0003,n4783,0.0
1757,t0003,n4793,0.0
1758,t0003,n4798,0.0
1759,t0003,n4799,0.0
1760,t0003,n4800,0.0
1685,t0003,n5668,14.483391056035073
1754,t0003,n4596,0.0
1744,t0003,n4569,0.0
1743,t0003,n4557,0.0
1742,t0003,n4556,0.0
1725,t0003,nCH,7442.64
1726,t0003,n3348,0.0
1727,t0003,n3453,0.0
1728,t0003,n3512,0.0
1729,t0003,n3520,0.0
1730,t0003,n3581,0.0
1731,t0003,n3587,0.0
1732,t0003,n3610,0.0
1733,t0003,n3735,0.0
1734,t0003,n3739,0.0
1735,t0003,n3827,0.0
1736,t0003,n7090,0.0
1737,t0003,n4494,0.0
1738,t0003,n4496,0.0
1739,t0003,n4497,0.0
1740,t0003,n4498,0.0
1741,t0003,n4555,0.0
1723,t0003,nNO,15643.08
1684,t0003,n5667,58.11975911418721
1644,t0003,n5540,13.03058474118158
1682,t0003,n5665,14.483391056035073
1624,t0003,n4785,79.7095457817781
1625,t0003,n4786,123.5358823964241
1626,t0003,n4787,17.864988225357372
1627,t0003,n4788,35.729976450714744
1628,t0003,n4789,75.791332261164
1629,t0003,n4790,126.88716217984354
1630,t0003,n4791,50.13113852106383
1623,t0003,n4784,61.45253774144487
1631,t0003,n4844,20.47261502397121
1633,t0003,n4847,109.07050329709728
1634,t0003,n4848,40.14734071651039
1635,t0003,n4852,155.24727549416508
1636,t0003,n4854,147.12004138583734
1637,t0003,n4855,90.01008930165057
1638,t0003,n5534,104.29892077426004
1639,t0003,n5535,14.918411623695114
1632,t0003,n4845,40.94523004794242
1640,t0003,n5536,27.94227670689503
1622,t0003,n4782,222.45427842479995
1620,t0003,n4780,102.08274273075833
1762,t0003,n4825,0.0
1605,t0003,n4764,246.53147178202548
1606,t0003,n4765,595.8477586951249
1607,t0003,n4766,29.05947230491415
1608,t0003,n4767,142.75136310019542
1609,t0003,n4768,156.31093351111502
1610,t0003,n4769,227.30430832902016
1621,t0003,n4781,111.22713921239998
1611,t0003,n4770,68.13171030041866
1613,t0003,n4772,20.1880930890338
1614,t0003,n4773,268.7843160395458
1615,t0003,n4774,145.1501478833913
1616,t0003,n4775,26.822056953589144
1617,t0003,n4776,137.84095838654315
1618,t0003,n4777,150.8475413546304
1619,t0003,n4779,51.332937214046005
1612,t0003,n4771,10.0940465445169
1641,t0003,n5537,5.447865704269974
1642,t0003,n5538,10.895731408539948
1643,t0003,n5539,434.2220550134035
1666,t0003,n5643,14.499605436273812
1667,t0003,n5649,31.419197305038846
1668,t0003,n5650,80.19696278521346
1669,t0003,n5651,104.83056598796054
1670,t0003,n5653,30.477719363335687
1671,t0003,n5654,23.721368273063177
1672,t0003,n5655,14.499605436273812
1665,t0003,n5599,73.01368903369396
1673,t0003,n5656,84.3159060739604
1675,t0003,n5658,83.07288131168463
1676,t0003,n5659,22.76398589592882
1677,t0003,n5660,117.03720373517264
1678,t0003,n5661,86.24663445545207
1679,t0003,n5662,367.9846360806533
1680,t0003,n5663,68.87865039774258
1681,t0003,n5664,7.241695528017535
1674,t0003,n5657,15.10902607551118
1664,t0003,n5598,22.19691837203813
1663,t0003,n5597,33.913837740248184
1662,t0003,n5596,22.972552399528976
1645,t0003,n5541,26.06116948236316
1646,t0003,n5542,72.17881587268494
1647,t0003,n5543,4.752616340575457
1648,t0003,n5544,9.505232681150916
1649,t0003,n5545,19.01046536230183
1650,t0003,n5546,9.505232681150916
1651,t0003,n5547,19.01046536230183
1652,t0003,n5549,53.57663633198692
1653,t0003,n5550,22.972552399528976
1654,t0003,n5551,14.918411623695114
1655,t0003,n5552,29.836823247390228
1656,t0003,n5553,13.03058474118158
1657,t0003,n5554,22.19691837203813
1658,t0003,n5555,22.19691837203813
1659,t0003,n5556,37.86460170303485
1660,t0003,n5591,11.486276199764488
1661,t0003,n5592,22.972552399528976
1683,t0003,n5666,20.88572274509028
1763,t0003,n4826,0.0
1842,t0003,n7729,0.0
1765,t0003,n4839,0.0
1867,t0003,n7884,0.0
1868,t0003,n7888,0.0
1869,t0003,n7889,0.0
1870,t0003,n7890,0.0
1871,t0003,n7892,0.0
1872,t0003,n7897,0.0
1873,t0003,n7901,0.0
1866,t0003,n7879,0.0
1874,t0003,n7907,0.0
1876,t0003,n7913,0.0
1877,t0003,n7916,0.0
1878,t0003,n7933,0.0
1879,t0003,n7934,0.0
1880,t0003,n7938,0.0
1881,t0003,n7939,0.0
1882,t0003,n7941,0.0
1875,t0003,n7910,0.0
1883,t0003,n7944,0.0
1865,t0003,n7878,0.0
1863,t0003,n7872,0.0
1847,t0003,n7783,0.0
1848,t0003,n7786,0.0
1849,t0003,n7788,0.0
1850,t0003,n7790,0.0
1851,t0003,n7791,0.0
1852,t0003,n7795,0.0
1853,t0003,n7798,0.0
1864,t0003,n7873,0.0
1854,t0003,n7800,0.0
1856,t0003,n7823,0.0
1857,t0003,n7850,0.0
1858,t0003,n7852,0.0
1859,t0003,n7857,0.0
1860,t0003,n7863,0.0
1861,t0003,n7870,0.0
1862,t0003,n7871,0.0
1855,t0003,n7805,0.0
1846,t0003,n7769,0.0
1884,t0003,n7952,0.0
1886,t0003,n7961,0.0
1907,t0003,n8055,0.0
1908,t0003,n8060,0.0
1909,t0003,n8061,0.0
1910,t0003,n8066,0.0
1911,t0003,nBEL_north_sea_1,0.0
1912,t0003,nDNK_baltic_sea_1,0.0
1913,t0003,nDNK_north_sea_1,0.0
1906,t0003,n8052,0.0
1914,t0003,nFRA_north_sea_1,0.0
1916,t0003,nFRA_mediterranean_sea_1,0.0
1917,t0003,nDEU_north_sea_1,0.0
1918,t0003,nDEU_baltic_sea_1,0.0
1919,t0003,nNLD_north_sea_1,0.0
1920,t0003,nPOL_baltic_sea_1,0.0
1921,t0003,nSWE_north_sea_1,0.0
1922,t0003,nSWE_baltic_sea_1,0.0
1915,t0003,nFRA_atlantic_1,0.0
1885,t0003,n7959,0.0
1905,t0003,n8051,0.0
1903,t0003,n8046,0.0
1887,t0003,n7967,0.0
1888,t0003,n7975,0.0
